window_start,asset,direction,min_ask,min_ask_time,max_ask,max_ask_time,first_below_04,last_below_04,first_back_above_045,retry_count
"2026/01/16 03:30","SOL","Up","0.48","2026/01/16 03:30:42","0.87","2026/01/16 03:36:19","2026/01/16 03:38:38","2026/01/16 03:39:33","2026/01/16 03:39:50","0"
"2026/01/16 03:30","SOL","Down","0.23","2026/01/16 03:33:51","0.71","2026/01/16 03:39:07","2026/01/16 03:32:38","2026/01/16 03:38:38","2026/01/16 03:38:38","0"
"2026/01/16 03:30","XRP","Up","0.41","2026/01/16 03:31:55","0.67","2026/01/16 03:36:17","2026/01/16 03:38:02","2026/01/16 03:39:59","","0"
"2026/01/16 03:30","XRP","Down","0.39","2026/01/16 03:33:42","0.92","2026/01/16 03:39:59","2026/01/16 03:33:42","2026/01/16 03:36:58","2026/01/16 03:34:29","0"
"2026/01/16 03:30","ETH","Up","0.49","2026/01/16 03:31:55","0.87","2026/01/16 03:36:17","","","","0"
"2026/01/16 03:30","ETH","Down","0.19","2026/01/16 03:33:44","0.52","2026/01/16 03:31:55","2026/01/16 03:32:41","2026/01/16 03:39:59","2026/01/16 03:33:09","0"
"2026/01/16 03:45","BTC","Up","0.54","2026/01/16 03:36:06","0.96","2026/01/16 03:43:27","","","","0"
"2026/01/16 03:45","BTC","Down","0.14","2026/01/16 03:49:52","0.48","2026/01/16 03:35:59","2026/01/16 03:44:10","2026/01/16 03:54:59","2026/01/16 03:45:17","0"
"2026/01/16 03:45","SOL","Up","0.51","2026/01/16 03:45:40","0.93","2026/01/16 03:52:20","","","","0"
"2026/01/16 03:45","SOL","Down","0.23","2026/01/16 03:49:54","0.5","2026/01/16 03:34:52","2026/01/16 03:47:03","2026/01/16 03:54:59","","0"
"2026/01/16 03:45","ETH","Up","0.49","2026/01/16 03:45:49","0.96","2026/01/16 03:52:30","","","","0"
"2026/01/16 03:45","ETH","Down","0.13","2026/01/16 03:49:54","0.52","2026/01/16 03:35:15","2026/01/16 03:46:46","2026/01/16 03:54:59","","0"
"2026/01/16 03:45","XRP","Up","0.49","2026/01/16 03:45:54","0.98","2026/01/16 03:54:21","","","","0"
"2026/01/16 03:45","XRP","Down","0.16","2026/01/16 03:49:52","0.52","2026/01/16 03:45:49","2026/01/16 03:47:01","2026/01/16 03:54:59","","0"
"2026/01/16 04:00","ETH","Up","0.4","2026/01/16 04:01:13","0.93","2026/01/16 04:05:46","2026/01/16 04:01:13","2026/01/16 04:01:15","2026/01/16 04:01:27","0"
"2026/01/16 04:00","ETH","Down","0.16","2026/01/16 04:04:41","0.61","2026/01/16 04:01:13","2026/01/16 04:02:37","2026/01/16 04:09:59","","0"
"2026/01/16 04:00","BTC","Up","0.48","2026/01/16 04:01:26","0.84","2026/01/16 04:05:45","","","","0"
"2026/01/16 04:00","BTC","Down","0.22","2026/01/16 04:04:43","0.53","2026/01/16 04:01:26","2026/01/16 04:02:52","2026/01/16 04:09:59","2026/01/16 04:03:33","0"
"2026/01/16 04:00","SOL","Up","0.41","2026/01/16 04:01:07","0.85","2026/01/16 04:06:23","","","","0"
"2026/01/16 04:00","SOL","Down","0.36","2026/01/16 04:04:44","0.6","2026/01/16 04:00:37","2026/01/16 04:02:53","2026/01/16 04:09:59","2026/01/16 04:04:01","0"
"2026/01/16 04:00","XRP","Up","0.44","2026/01/16 04:01:07","0.93","2026/01/16 04:09:45","","","","0"
"2026/01/16 04:00","XRP","Down","0.3","2026/01/16 04:04:42","0.58","2026/01/16 04:01:07","2026/01/16 04:02:54","2026/01/16 04:09:59","2026/01/16 04:03:20","0"
"2026/01/16 04:15","ETH","Up","0.36","2026/01/16 04:18:27","0.52","2026/01/16 04:02:13","2026/01/16 04:18:06","2026/01/16 04:24:59","2026/01/16 04:18:59","0"
"2026/01/16 04:15","ETH","Down","0.49","2026/01/16 04:03:00","0.97","2026/01/16 04:24:36","","","","0"
"2026/01/16 04:15","BTC","Up","0.44","2026/01/16 04:18:32","0.6","2026/01/16 04:17:30","2026/01/16 04:20:13","2026/01/16 04:24:59","","0"
"2026/01/16 04:15","BTC","Down","0.41","2026/01/16 04:17:30","0.91","2026/01/16 04:24:57","","","","0"
"2026/01/16 04:15","SOL","Up","0.46","2026/01/16 04:17:59","0.58","2026/01/16 04:19:20","2026/01/16 04:20:13","2026/01/16 04:24:59","2026/01/16 04:22:34","0"
"2026/01/16 04:15","SOL","Down","0.44","2026/01/16 04:19:19","0.83","2026/01/16 04:24:38","","","","0"
"2026/01/16 04:15","XRP","Up","0.32","2026/01/16 04:18:23","0.56","2026/01/16 04:15:59","2026/01/16 04:17:52","2026/01/16 04:24:59","","0"
"2026/01/16 04:15","XRP","Down","0.48","2026/01/16 04:15:56","0.97","2026/01/16 04:24:29","","","","0"
"2026/01/16 04:30","ETH","Up","0.48","2026/01/16 04:30:47","0.85","2026/01/16 04:36:28","","","","0"
"2026/01/16 04:30","ETH","Down","0.36","2026/01/16 04:34:29","0.53","2026/01/16 04:30:44","2026/01/16 04:31:57","2026/01/16 04:39:59","2026/01/16 04:32:09","0"
"2026/01/16 04:30","BTC","Up","0.38","2026/01/16 04:34:59","0.84","2026/01/16 04:39:39","2026/01/16 04:33:23","2026/01/16 04:35:28","2026/01/16 04:33:42","0"
"2026/01/16 04:30","BTC","Down","0.4","2026/01/16 04:31:48","0.63","2026/01/16 04:34:59","2026/01/16 04:31:48","2026/01/16 04:39:59","2026/01/16 04:32:09","0"
"2026/01/16 04:30","SOL","Up","0.49","2026/01/16 04:21:35","0.94","2026/01/16 04:36:26","","","","0"
"2026/01/16 04:30","SOL","Down","0.27","2026/01/16 04:34:26","0.52","2026/01/16 04:21:35","2026/01/16 04:31:45","2026/01/16 04:39:59","","0"
"2026/01/16 04:30","XRP","Up","0.49","2026/01/16 04:21:53","0.91","2026/01/16 04:36:27","","","","0"
"2026/01/16 04:30","XRP","Down","0.35","2026/01/16 04:33:04","0.52","2026/01/16 04:21:53","2026/01/16 04:32:02","2026/01/16 04:39:59","","0"
"2026/01/16 04:45","BTC","Up","0.2","2026/01/16 04:49:25","0.61","2026/01/16 04:54:45","2026/01/16 04:49:18","2026/01/16 04:54:09","2026/01/16 04:54:12","0"
"2026/01/16 04:45","BTC","Down","0.41","2026/01/16 04:49:03","0.81","2026/01/16 04:49:25","2026/01/16 04:54:48","2026/01/16 04:54:51","","0"
"2026/01/16 04:45","XRP","Up","0.34","2026/01/16 04:49:27","0.94","2026/01/16 04:54:45","2026/01/16 04:49:25","2026/01/16 04:52:22","2026/01/16 04:52:43","0"
"2026/01/16 04:45","XRP","Down","0.41","2026/01/16 04:47:58","0.76","2026/01/16 04:50:48","2026/01/16 04:52:43","2026/01/16 04:54:59","","0"
"2026/01/16 04:45","ETH","Up","0.27","2026/01/16 04:49:24","0.78","2026/01/16 04:54:46","2026/01/16 04:49:18","2026/01/16 04:52:12","2026/01/16 04:51:45","0"
"2026/01/16 04:45","ETH","Down","0.42","2026/01/16 04:47:58","0.79","2026/01/16 04:50:28","2026/01/16 04:53:27","2026/01/16 04:54:59","","0"
"2026/01/16 04:45","SOL","Up","0.19","2026/01/16 04:49:54","0.63","2026/01/16 04:54:45","2026/01/16 04:48:30","2026/01/16 04:53:22","2026/01/16 04:53:27","0"
"2026/01/16 04:45","SOL","Down","0.5","2026/01/16 04:45:23","0.9","2026/01/16 04:50:29","2026/01/16 04:54:51","2026/01/16 04:54:59","","0"
"2026/01/16 05:00","SOL","Up","0.4","2026/01/16 05:01:34","0.82","2026/01/16 05:06:23","2026/01/16 05:01:34","2026/01/16 05:01:45","2026/01/16 05:01:45","0"
"2026/01/16 05:00","SOL","Down","0.22","2026/01/16 05:04:05","0.61","2026/01/16 05:01:34","2026/01/16 05:02:16","2026/01/16 05:09:59","","0"
"2026/01/16 05:00","ETH","Up","0.37","2026/01/16 05:01:33","0.9","2026/01/16 05:05:17","2026/01/16 05:01:25","2026/01/16 05:01:45","2026/01/16 05:01:48","0"
"2026/01/16 05:00","ETH","Down","0.17","2026/01/16 05:04:44","0.65","2026/01/16 05:01:32","2026/01/16 05:02:07","2026/01/16 05:09:59","","0"
"2026/01/16 05:15","SOL","Up","0.47","2026/01/16 05:15:00","0.91","2026/01/16 05:23:04","","","","0"
"2026/01/16 05:15","SOL","Down","0.19","2026/01/16 05:19:01","0.54","2026/01/16 05:14:53","2026/01/16 05:17:52","2026/01/16 05:24:59","","0"
"2026/01/16 05:15","XRP","Up","0.46","2026/01/16 05:14:42","0.94","2026/01/16 05:23:04","","","","0"
"2026/01/16 05:15","XRP","Down","0.28","2026/01/16 05:18:54","0.55","2026/01/16 05:14:42","2026/01/16 05:18:16","2026/01/16 05:24:59","","0"
"2026/01/16 05:15","BTC","Up","0.51","2026/01/16 05:15:12","0.94","2026/01/16 05:23:12","","","","0"
"2026/01/16 05:15","BTC","Down","0.22","2026/01/16 05:19:12","0.51","2026/01/16 05:15:21","2026/01/16 05:18:12","2026/01/16 05:24:59","","0"
"2026/01/16 05:15","ETH","Up","0.48","2026/01/16 05:15:02","0.93","2026/01/16 05:23:09","","","","0"
"2026/01/16 05:15","ETH","Down","0.3","2026/01/16 05:19:01","0.55","2026/01/16 05:15:01","2026/01/16 05:17:29","2026/01/16 05:24:59","","0"
"2026/01/16 05:30","SOL","Up","0.37","2026/01/16 05:31:36","0.84","2026/01/16 05:39:45","2026/01/16 05:31:36","2026/01/16 05:31:58","2026/01/16 05:31:58","0"
"2026/01/16 05:30","SOL","Down","0.3","2026/01/16 05:34:49","0.65","2026/01/16 05:31:36","2026/01/16 05:33:41","2026/01/16 05:39:59","","0"
"2026/01/16 05:30","XRP","Up","0.3","2026/01/16 05:33:10","0.65","2026/01/16 05:35:28","2026/01/16 05:30:35","2026/01/16 05:34:49","2026/01/16 05:34:50","0"
"2026/01/16 05:30","XRP","Down","0.51","2026/01/16 05:15:14","0.71","2026/01/16 05:31:17","2026/01/16 05:35:27","2026/01/16 05:37:02","2026/01/16 05:37:02","0"
"2026/01/16 05:30","ETH","Up","0.3","2026/01/16 05:31:34","0.67","2026/01/16 05:39:44","2026/01/16 05:30:35","2026/01/16 05:35:26","2026/01/16 05:33:28","0"
"2026/01/16 05:30","ETH","Down","0.51","2026/01/16 05:15:45","0.71","2026/01/16 05:31:34","2026/01/16 05:39:34","2026/01/16 05:39:51","2026/01/16 05:39:51","0"
"2026/01/16 05:30","BTC","Up","0.34","2026/01/16 05:31:26","0.85","2026/01/16 05:39:50","2026/01/16 05:30:40","2026/01/16 05:32:15","2026/01/16 05:31:08","0"
"2026/01/16 05:30","BTC","Down","0.35","2026/01/16 05:34:52","0.67","2026/01/16 05:31:26","2026/01/16 05:34:50","2026/01/16 05:39:59","2026/01/16 05:36:42","0"
"2026/01/16 05:45","BTC","Up","0.45","2026/01/16 05:45:00","0.89","2026/01/16 05:53:09","","","","0"
"2026/01/16 05:45","BTC","Down","0.15","2026/01/16 05:48:55","0.56","2026/01/16 05:45:00","2026/01/16 05:45:26","2026/01/16 05:54:59","2026/01/16 05:46:10","0"
"2026/01/16 05:45","ETH","Up","0.31","2026/01/16 05:46:23","0.82","2026/01/16 05:50:36","2026/01/16 05:46:03","2026/01/16 05:54:59","2026/01/16 05:46:47","0"
"2026/01/16 05:45","ETH","Down","0.22","2026/01/16 05:49:54","0.93","2026/01/16 05:45:01","2026/01/16 05:48:07","2026/01/16 05:53:35","2026/01/16 05:53:35","0"
"2026/01/16 05:45","SOL","Up","0.41","2026/01/16 05:46:21","0.75","2026/01/16 05:49:53","2026/01/16 05:53:50","2026/01/16 05:54:59","","0"
"2026/01/16 05:45","SOL","Down","0.27","2026/01/16 05:49:55","0.77","2026/01/16 05:54:59","2026/01/16 05:47:49","2026/01/16 05:51:33","2026/01/16 05:52:03","0"
"2026/01/16 05:45","XRP","Up","0.48","2026/01/16 05:35:41","0.8","2026/01/16 05:53:10","","","","0"
"2026/01/16 05:45","XRP","Down","0.24","2026/01/16 05:48:59","0.53","2026/01/16 05:35:41","2026/01/16 05:45:29","2026/01/16 05:54:58","2026/01/16 05:46:04","0"
"2026/01/16 06:00","ETH","Up","0.46","2026/01/16 05:53:56","0.96","2026/01/16 06:09:26","","","","0"
"2026/01/16 06:00","ETH","Down","0.27","2026/01/16 06:04:47","0.55","2026/01/16 05:51:48","2026/01/16 06:00:27","2026/01/16 06:09:59","2026/01/16 06:01:11","0"
"2026/01/16 06:00","BTC","Up","0.34","2026/01/16 06:02:28","0.94","2026/01/16 06:09:27","2026/01/16 06:01:27","2026/01/16 06:04:04","2026/01/16 06:01:45","0"
"2026/01/16 06:00","BTC","Down","0.28","2026/01/16 06:04:59","0.67","2026/01/16 06:00:01","2026/01/16 06:04:59","2026/01/16 06:09:59","","0"
"2026/01/16 06:00","SOL","Up","0.44","2026/01/16 06:01:34","0.93","2026/01/16 06:09:26","","","","0"
"2026/01/16 06:00","SOL","Down","0.32","2026/01/16 06:04:45","0.57","2026/01/16 06:01:30","2026/01/16 06:04:21","2026/01/16 06:09:59","","0"
"2026/01/16 06:00","XRP","Up","0.28","2026/01/16 06:03:31","0.58","2026/01/16 06:05:31","2026/01/16 06:01:31","2026/01/16 06:09:59","2026/01/16 06:04:36","0"
"2026/01/16 06:00","XRP","Down","0.45","2026/01/16 06:00:27","0.76","2026/01/16 06:03:34","","","","0"
"2026/01/16 06:15","XRP","Up","0.43","2026/01/16 06:16:07","0.96","2026/01/16 06:24:39","","","","0"
"2026/01/16 06:15","XRP","Down","0.23","2026/01/16 06:19:47","0.58","2026/01/16 06:16:07","2026/01/16 06:18:14","2026/01/16 06:24:59","","0"
"2026/01/16 06:15","BTC","Up","0.29","2026/01/16 06:17:11","0.89","2026/01/16 06:24:39","2026/01/16 06:15:51","2026/01/16 06:18:54","2026/01/16 06:19:00","0"
"2026/01/16 06:15","BTC","Down","0.34","2026/01/16 06:19:42","0.73","2026/01/16 06:17:11","2026/01/16 06:19:33","2026/01/16 06:24:59","","0"
"2026/01/16 06:15","ETH","Up","0.29","2026/01/16 06:17:09","0.89","2026/01/16 06:24:41","2026/01/16 06:15:51","2026/01/16 06:18:54","2026/01/16 06:19:02","0"
"2026/01/16 06:15","ETH","Down","0.42","2026/01/16 06:19:36","0.72","2026/01/16 06:17:09","2026/01/16 06:20:39","2026/01/16 06:24:59","2026/01/16 06:20:51","0"
"2026/01/16 06:15","SOL","Up","0.28","2026/01/16 06:17:12","0.82","2026/01/16 06:24:38","2026/01/16 06:15:52","2026/01/16 06:19:24","2026/01/16 06:19:47","0"
"2026/01/16 06:15","SOL","Down","0.51","2026/01/16 06:11:30","0.73","2026/01/16 06:17:09","2026/01/16 06:23:51","2026/01/16 06:24:59","","0"
"2026/01/16 06:30","BTC","Up","0.47","2026/01/16 06:28:20","0.93","2026/01/16 06:34:11","","","","0"
"2026/01/16 06:30","BTC","Down","0.08","2026/01/16 06:34:11","0.54","2026/01/16 06:27:36","2026/01/16 06:31:19","2026/01/16 06:39:59","2026/01/16 06:31:51","0"
"2026/01/16 06:30","ETH","Up","0.44","2026/01/16 06:30:04","0.85","2026/01/16 06:34:03","","","","0"
"2026/01/16 06:30","ETH","Down","0.16","2026/01/16 06:34:03","0.58","2026/01/16 06:30:08","2026/01/16 06:33:17","2026/01/16 06:39:59","2026/01/16 06:36:02","0"
"2026/01/16 06:30","SOL","Up","0.45","2026/01/16 06:32:02","0.79","2026/01/16 06:35:09","","","","0"
"2026/01/16 06:30","SOL","Down","0.24","2026/01/16 06:34:57","0.59","2026/01/16 06:38:14","2026/01/16 06:31:07","2026/01/16 06:36:44","2026/01/16 06:31:43","0"
"2026/01/16 06:30","XRP","Up","0.46","2026/01/16 06:30:02","0.87","2026/01/16 06:34:06","","","","0"
"2026/01/16 06:30","XRP","Down","0.16","2026/01/16 06:34:06","0.56","2026/01/16 06:30:02","2026/01/16 06:30:45","2026/01/16 06:39:59","2026/01/16 06:31:51","0"
"2026/01/16 06:45","SOL","Up","0.45","2026/01/16 06:49:12","0.78","2026/01/16 06:52:01","","","","0"
"2026/01/16 06:45","SOL","Down","0.42","2026/01/16 06:47:08","0.57","2026/01/16 06:48:17","2026/01/16 06:50:40","2026/01/16 06:54:59","","0"
"2026/01/16 06:45","BTC","Up","0.33","2026/01/16 06:49:22","0.66","2026/01/16 06:47:01","2026/01/16 06:49:00","2026/01/16 06:54:59","2026/01/16 06:49:27","0"
"2026/01/16 06:45","BTC","Down","0.35","2026/01/16 06:47:03","0.85","2026/01/16 06:53:34","2026/01/16 06:45:32","2026/01/16 06:47:20","2026/01/16 06:47:38","0"
"2026/01/16 06:45","ETH","Up","0.33","2026/01/16 06:49:20","0.62","2026/01/16 06:47:06","2026/01/16 06:48:07","2026/01/16 06:54:59","2026/01/16 06:49:34","0"
"2026/01/16 06:45","ETH","Down","0.39","2026/01/16 06:47:06","0.9","2026/01/16 06:54:48","2026/01/16 06:47:04","2026/01/16 06:52:22","2026/01/16 06:47:26","0"
"2026/01/16 06:45","XRP","Up","0.34","2026/01/16 06:49:14","0.6","2026/01/16 06:46:55","2026/01/16 06:49:14","2026/01/16 06:54:59","2026/01/16 06:49:37","0"
"2026/01/16 06:45","XRP","Down","0.41","2026/01/16 06:47:39","0.75","2026/01/16 06:53:33","","","","0"
"2026/01/16 07:00","ETH","Up","0.29","2026/01/16 07:04:39","0.55","2026/01/16 07:00:25","2026/01/16 07:01:42","2026/01/16 07:09:59","2026/01/16 07:02:10","0"
"2026/01/16 07:00","ETH","Down","0.46","2026/01/16 07:00:27","0.95","2026/01/16 07:09:55","","","","0"
"2026/01/16 07:00","BTC","Up","0.31","2026/01/16 07:04:37","0.69","2026/01/16 07:00:26","2026/01/16 07:01:54","2026/01/16 07:09:59","2026/01/16 07:02:08","0"
"2026/01/16 07:00","BTC","Down","0.33","2026/01/16 07:00:27","0.9","2026/01/16 07:07:42","2026/01/16 07:00:24","2026/01/16 07:00:31","2026/01/16 07:00:33","0"
"2026/01/16 07:00","SOL","Up","0.16","2026/01/16 07:04:49","0.57","2026/01/16 07:00:27","2026/01/16 07:01:42","2026/01/16 07:09:59","2026/01/16 07:02:09","0"
"2026/01/16 07:00","SOL","Down","0.44","2026/01/16 07:00:27","0.95","2026/01/16 07:08:33","","","","0"
"2026/01/16 07:00","XRP","Up","0.28","2026/01/16 07:04:55","0.64","2026/01/16 07:02:27","2026/01/16 07:00:58","2026/01/16 07:09:59","2026/01/16 07:02:16","0"
"2026/01/16 07:00","XRP","Down","0.39","2026/01/16 07:02:27","0.94","2026/01/16 07:09:33","2026/01/16 07:02:27","2026/01/16 07:02:28","2026/01/16 07:02:56","0"
"2026/01/16 07:15","ETH","Up","0.45","2026/01/16 07:16:22","0.9","2026/01/16 07:24:50","","","","0"
"2026/01/16 07:15","ETH","Down","0.26","2026/01/16 07:19:54","0.57","2026/01/16 07:16:22","2026/01/16 07:17:17","2026/01/16 07:24:59","2026/01/16 07:18:31","0"
"2026/01/16 07:15","SOL","Up","0.47","2026/01/16 07:16:27","0.88","2026/01/16 07:19:54","","","","0"
"2026/01/16 07:15","SOL","Down","0.13","2026/01/16 07:19:54","0.55","2026/01/16 07:16:26","2026/01/16 07:17:21","2026/01/16 07:24:59","","0"
"2026/01/16 07:15","XRP","Up","0.34","2026/01/16 07:16:25","0.64","2026/01/16 07:19:57","2026/01/16 07:16:25","2026/01/16 07:24:50","2026/01/16 07:16:42","0"
"2026/01/16 07:15","XRP","Down","0.37","2026/01/16 07:19:57","0.75","2026/01/16 07:23:25","2026/01/16 07:19:54","2026/01/16 07:20:13","2026/01/16 07:20:16","0"
"2026/01/16 07:30","BTC","Up","0.26","2026/01/16 07:34:16","0.53","2026/01/16 07:30:00","2026/01/16 07:30:22","2026/01/16 07:39:59","2026/01/16 07:38:41","0"
"2026/01/16 07:30","BTC","Down","0.48","2026/01/16 07:30:00","0.8","2026/01/16 07:36:29","","","","0"
"2026/01/16 07:30","SOL","Up","0.26","2026/01/16 07:33:01","0.52","2026/01/16 07:20:34","2026/01/16 07:30:40","2026/01/16 07:39:59","","0"
"2026/01/16 07:30","SOL","Down","0.5","2026/01/16 07:30:03","0.87","2026/01/16 07:36:25","","","","0"
"2026/01/16 07:30","XRP","Up","0.31","2026/01/16 07:34:16","0.54","2026/01/16 07:32:33","2026/01/16 07:30:52","2026/01/16 07:39:59","2026/01/16 07:31:20","0"
"2026/01/16 07:30","XRP","Down","0.47","2026/01/16 07:32:54","0.8","2026/01/16 07:35:26","","","","0"
"2026/01/16 07:45","ETH","Up","0.46","2026/01/16 07:45:01","0.94","2026/01/16 07:54:10","","","","0"
"2026/01/16 07:45","ETH","Down","0.18","2026/01/16 07:48:42","0.55","2026/01/16 07:43:15","2026/01/16 07:46:36","2026/01/16 07:54:59","","0"
"2026/01/16 07:45","BTC","Up","0.52","2026/01/16 07:31:56","0.86","2026/01/16 07:54:22","","","","0"
"2026/01/16 07:45","BTC","Down","0.29","2026/01/16 07:49:42","0.49","2026/01/16 07:31:56","2026/01/16 07:47:03","2026/01/16 07:54:59","2026/01/16 07:54:58","0"
"2026/01/16 07:45","XRP","Up","0.46","2026/01/16 07:45:13","0.93","2026/01/16 07:54:01","","","","0"
"2026/01/16 07:45","XRP","Down","0.32","2026/01/16 07:49:51","0.57","2026/01/16 07:45:13","2026/01/16 07:48:46","2026/01/16 07:54:59","","0"
"2026/01/16 07:45","SOL","Up","0.51","2026/01/16 07:46:00","0.86","2026/01/16 07:52:27","","","","0"
"2026/01/16 07:45","SOL","Down","0.34","2026/01/16 07:49:46","0.51","2026/01/16 07:45:42","2026/01/16 07:46:48","2026/01/16 07:54:59","2026/01/16 07:47:27","0"
"2026/01/16 08:00","BTC","Up","0.36","2026/01/16 08:01:30","0.86","2026/01/16 08:08:28","2026/01/16 08:00:54","2026/01/16 08:01:45","2026/01/16 08:02:12","0"
"2026/01/16 08:00","BTC","Down","0.31","2026/01/16 08:03:49","0.65","2026/01/16 08:01:29","2026/01/16 08:02:29","2026/01/16 08:09:59","","0"
"2026/01/16 08:00","SOL","Up","0.29","2026/01/16 08:01:23","0.71","2026/01/16 08:08:29","2026/01/16 08:00:39","2026/01/16 08:02:11","2026/01/16 08:02:45","0"
"2026/01/16 08:00","SOL","Down","0.43","2026/01/16 08:04:27","0.72","2026/01/16 08:01:21","2026/01/16 08:06:30","2026/01/16 08:08:55","2026/01/16 08:06:45","0"
"2026/01/16 08:00","ETH","Up","0.41","2026/01/16 08:01:29","0.82","2026/01/16 08:09:19","","","","0"
"2026/01/16 08:00","ETH","Down","0.33","2026/01/16 08:04:23","0.61","2026/01/16 08:01:27","2026/01/16 08:04:16","2026/01/16 08:09:59","2026/01/16 08:05:04","0"
"2026/01/16 08:00","XRP","Up","0.32","2026/01/16 08:01:28","0.77","2026/01/16 08:08:14","2026/01/16 08:01:28","2026/01/16 08:09:54","2026/01/16 08:01:58","0"
"2026/01/16 08:00","XRP","Down","0.49","2026/01/16 08:04:31","0.69","2026/01/16 08:01:28","2026/01/16 08:08:05","2026/01/16 08:09:03","2026/01/16 08:09:03","0"
"2026/01/16 08:15","ETH","Up","0.5","2026/01/16 08:08:23","0.89","2026/01/16 08:24:29","","","","0"
"2026/01/16 08:15","ETH","Down","0.23","2026/01/16 08:19:55","0.51","2026/01/16 08:08:23","2026/01/16 08:17:08","2026/01/16 08:24:59","2026/01/16 08:17:13","0"
"2026/01/16 08:15","BTC","Up","0.47","2026/01/16 08:16:23","0.79","2026/01/16 08:21:23","2026/01/16 08:24:35","2026/01/16 08:24:59","","0"
"2026/01/16 08:15","BTC","Down","0.24","2026/01/16 08:19:56","0.83","2026/01/16 08:24:39","2026/01/16 08:16:49","2026/01/16 08:24:35","2026/01/16 08:24:35","0"
"2026/01/16 08:15","XRP","Up","0.5","2026/01/16 08:15:56","0.84","2026/01/16 08:17:30","2026/01/16 08:24:11","2026/01/16 08:24:11","2026/01/16 08:24:11","0"
"2026/01/16 08:15","XRP","Down","0.2","2026/01/16 08:17:31","0.67","2026/01/16 08:24:11","2026/01/16 08:16:05","2026/01/16 08:22:12","2026/01/16 08:18:19","0"
"2026/01/16 08:15","SOL","Up","0.5","2026/01/16 08:15:50","0.87","2026/01/16 08:21:21","","","","0"
"2026/01/16 08:15","SOL","Down","0.17","2026/01/16 08:19:11","0.52","2026/01/16 08:15:54","2026/01/16 08:16:05","2026/01/16 08:24:59","","0"
"2026/01/16 08:30","ETH","Up","0.49","2026/01/16 08:21:42","0.93","2026/01/16 08:38:04","","","","0"
"2026/01/16 08:30","ETH","Down","0.13","2026/01/16 08:34:49","0.52","2026/01/16 08:18:59","2026/01/16 08:31:22","2026/01/16 08:39:59","2026/01/16 08:31:36","0"
"2026/01/16 08:30","BTC","Up","0.41","2026/01/16 08:30:17","0.83","2026/01/16 08:34:49","","","","0"
"2026/01/16 08:30","BTC","Down","0.18","2026/01/16 08:34:53","0.6","2026/01/16 08:30:15","2026/01/16 08:30:56","2026/01/16 08:39:59","2026/01/16 08:31:34","0"
"2026/01/16 08:30","XRP","Up","0.47","2026/01/16 08:30:43","0.97","2026/01/16 08:38:45","","","","0"
"2026/01/16 08:30","XRP","Down","0.2","2026/01/16 08:34:48","0.54","2026/01/16 08:30:31","2026/01/16 08:32:44","2026/01/16 08:39:59","2026/01/16 08:32:47","0"
"2026/01/16 08:30","SOL","Up","0.46","2026/01/16 08:30:18","0.93","2026/01/16 08:37:25","","","","0"
"2026/01/16 08:30","SOL","Down","0.26","2026/01/16 08:34:54","0.56","2026/01/16 08:30:27","2026/01/16 08:33:01","2026/01/16 08:39:59","","0"
"2026/01/16 08:45","BTC","Up","0.16","2026/01/16 08:46:51","0.49","2026/01/16 08:34:10","2026/01/16 08:45:12","2026/01/16 08:54:59","2026/01/16 08:45:22","0"
"2026/01/16 08:45","BTC","Down","0.52","2026/01/16 08:34:10","0.92","2026/01/16 08:54:32","","","","0"
"2026/01/16 08:45","SOL","Up","0.21","2026/01/16 08:46:55","0.49","2026/01/16 08:45:19","2026/01/16 08:46:02","2026/01/16 08:54:59","","0"
"2026/01/16 08:45","SOL","Down","0.52","2026/01/16 08:45:19","0.86","2026/01/16 08:53:10","","","","0"
"2026/01/16 08:45","XRP","Up","0.25","2026/01/16 08:46:49","0.65","2026/01/16 08:50:56","2026/01/16 08:46:06","2026/01/16 08:52:51","2026/01/16 08:47:39","0"
"2026/01/16 08:45","XRP","Down","0.44","2026/01/16 08:49:32","0.78","2026/01/16 08:46:50","2026/01/16 08:50:11","2026/01/16 08:54:05","2026/01/16 08:51:13","0"
"2026/01/16 09:00","SOL","Up","0.27","2026/01/16 09:04:59","0.57","2026/01/16 09:00:10","2026/01/16 09:02:13","2026/01/16 09:09:59","","0"
"2026/01/16 09:00","SOL","Down","0.45","2026/01/16 09:00:10","0.97","2026/01/16 09:09:48","","","","0"
"2026/01/16 09:00","BTC","Up","0.35","2026/01/16 09:02:37","0.55","2026/01/16 09:00:02","2026/01/16 09:02:08","2026/01/16 09:09:59","2026/01/16 09:04:11","0"
"2026/01/16 09:00","BTC","Down","0.46","2026/01/16 09:00:02","0.85","2026/01/16 09:06:29","","","","0"
"2026/01/16 09:00","ETH","Up","0.31","2026/01/16 09:04:59","0.54","2026/01/16 08:57:01","2026/01/16 09:03:05","2026/01/16 09:09:59","","0"
"2026/01/16 09:00","ETH","Down","0.47","2026/01/16 08:58:48","0.97","2026/01/16 09:09:58","","","","0"
"2026/01/16 09:00","XRP","Up","0.38","2026/01/16 09:04:59","0.54","2026/01/16 09:03:33","2026/01/16 09:04:56","2026/01/16 09:09:59","","0"
"2026/01/16 09:00","XRP","Down","0.49","2026/01/16 09:03:33","0.95","2026/01/16 09:09:55","","","","0"
